"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"MT993583","MT993583.1","MAG: Neva virus isolate MW06_2o non-structural polyprotein (ORF1ab) and structural protein (ORF2) genes, complete cds","14-JUL-2021","Neva virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6842,"Wille,M., Shi,M., Hurt,A., Klaassen,M. and Holmes,E.","","MW06_2o","Australia",NA,"2014","Tasmania","Arenaria interpres (ruddy turnstone)","Yes",2,"No","No","14-3017",1,"3016-4546",1,"4564-6556",1,"Aves","P",NA
"MN149395","MN149395.1","Duck astrovirus 1 isolate D390, complete genome","13-APR-2021","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X. and Zhang,D.","","D390","China",NA,"13-Oct-2013","liver","Jinding ducks","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MN149394","MN149394.1","Duck astrovirus 1 isolate D200, complete genome","13-APR-2021","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X. and Zhang,D.","","D200","China",NA,"13-Oct-2013","liver","Jinding ducks","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MN149393","MN149393.1","Duck astrovirus 1 isolate D120, complete genome","13-APR-2021","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X. and Zhang,D.","","D120","China",NA,"13-Oct-2013","liver","Jinding ducks","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MW592379","MW592379.1","Goose astrovirus isolate HNXX-6/China/2020, complete genome","28-MAR-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7172,"Zhang,X. and Deng,T.","","HNXX-6/China/2020","China",NA,"2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MW592378","MW592378.1","Goose astrovirus isolate HNSQ-6/China/2020, complete genome","28-MAR-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7172,"Zhang,X. and Deng,T.","","HNSQ-6/China/2020","China",NA,"2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MW592377","MW592377.1","Goose astrovirus isolate HNKF-1/China/2020, complete genome","28-MAR-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7174,"Zhang,X. and Deng,T.","","HNKF-1/China/2020","China",NA,"2020","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MW345727","MW345727.1","Goose astrovirus isolate SDPD, complete genome","23-MAR-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7116,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.","","SDPD","China",NA,"Jan-2019","liver","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MW340534","MW340534.1","Goose astrovirus isolate SCCD, complete genome","23-MAR-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7255,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.","","SCCD","China",NA,"Jan-2019","liver","Goose","No",3,"No","No","22-3304",1,"3294-4839",1,"4868-6983",1,"Aves",NA,NA
"MW413813","MW413813.1","Goose astrovirus isolate XT1, complete genome","16-FEB-2021","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Zhao,K., Wang,J.C., Wang,J.F., Liu,L.B. and Yuan,W.Z.","","XT1","China: HeBei",NA,"05-May-2020","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MT934439","MT934439.1","Goose astrovirus 2 strain HNU-CSZ2-2019, complete genome","16-FEB-2021","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7154,"Xiao,C.-T. and Li,J.-Y.","HNU-CSZ2-2019","","China",NA,"May-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MT934438","MT934438.1","Goose astrovirus 2 strain HNU-LYG3-2019, complete genome","16-FEB-2021","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7154,"Xiao,C.-T. and Li,J.-Y.","HNU-LYG3-2019","","China",NA,"May-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MT934437","MT934437.1","Goose astrovirus 2 strain HNU-LYG2-2019, complete genome","16-FEB-2021","Goose astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7154,"Xiao,C.-T. and Li,J.-Y.","HNU-LYG2-2019","","China",NA,"May-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MT585644","MT585644.1","Avian nephritis virus isolate VF16-03-164b, partial genome","15-FEB-2021","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6893,"Lagan Tregaskis,P.L., Devaney,R. and Smyth,V.","","VF16-03-164b","United Kingdom: Northern Ireland",NA,"2016","","Gallus gallus","No",3,"No","No","3-2991",1,"2984-4511",1,"4437-6561",1,"Aves","P",NA
"MT585643","MT585643.1","Avian nephritis virus isolate VF14-92-A2, complete genome","15-FEB-2021","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6959,"Lagan Tregaskis,P.L., Devaney,R. and Smyth,V.","","VF14-92-A2","United Kingdom",NA,"","","Gallus gallus","No",3,"No","No","3-3057",1,"3026-4577",1,"4503-6636",1,"Aves","P",NA
"MN109957","MN109957.1","Goose astrovirus strain Astv/Goose/Guangdong/1810MFC/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1810MFC/2018","","China: Guangdong",NA,"11-Oct-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN109956","MN109956.1","Goose astrovirus strain Astv/Goose/Guangdong/1808CCF/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1808CCF/2018","","China: Guangdong",NA,"25-Aug-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN109955","MN109955.1","Goose astrovirus strain Astv/Goose/Guangdong/1803LZM/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1803LZM/2018","","China: Guangdong",NA,"09-Mar-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN109954","MN109954.1","Goose astrovirus strain Astv/Goose/Guangdong/1807LWG/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1807LWG/2018","","China: Guangdong",NA,"01-Jul-2018","liver","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127959","MN127959.1","Goose astrovirus strain Astv/Goose/Guangdong/1812LMG/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1812LMG/2018","","China: Guangdong",NA,"18-Dec-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127958","MN127958.1","Goose astrovirus strain Astv/Goose/Guangdong/1811LHC/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1811LHC/2018","","China: Guangdong",NA,"30-Nov-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127957","MN127957.1","Goose astrovirus strain Astv/Goose/Guangdong/1811DWM/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1811DWM/2018","","China: Guangdong",NA,"29-Nov-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127956","MN127956.1","Goose astrovirus strain Astv/Goose/Guangdong/1811CFC/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1811CFC/2018","","China: Guangdong",NA,"25-Nov-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127955","MN127955.1","Goose astrovirus strain Astv/Goose/Guangdong/1901SM/2019, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1901SM/2019","","China: Guangdong",NA,"16-Jan-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127954","MN127954.1","Goose astrovirus strain Astv/Goose/Guangdong/1901TBF/2019, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1901TBF/2019","","China: Guangdong",NA,"16-Jan-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127953","MN127953.1","Goose astrovirus strain Astv/Goose/Guangdong/1901LNC/2019, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1901LNC/2019","","China: Guangdong",NA,"03-Jan-2019","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127952","MN127952.1","Goose astrovirus strain Astv/Goose/Guangdong/1812GXG/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1812GXG/2018","","China: Guangdong",NA,"19-Dec-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN127951","MN127951.1","Goose astrovirus strain Astv/Goose/Guangdong/1811TS/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1811TS/2018","","China: Guangdong",NA,"20-Nov-2018","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN103532","MN103532.1","Goose astrovirus strain Astv/Goose/Guangdong/1807LZQ/2018, complete genome","31-DEC-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Wu,H., Zhang,J. and Chen,J.","Astv/Goose/Guangdong/1807LZQ/2018","","China",NA,"2018-07-01","","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MT491732","MT491732.1","Chicken astrovirus isolate IBS543/2017 ORF1a (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds","26-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7379,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.","","IBS543/2017","Malaysia",NA,"2017","intestines","Gallus gallus","No",3,"No","No","2-3374",1,"3355-4915",1,"4939-7156",1,"Aves","B",NA
"MT491731","MT491731.1","Chicken astrovirus isolate UPM1019/2018 non-structural polyprotein (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds","26-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7397,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.","","UPM1019/2018","Malaysia",NA,"Jan-2018","kidney","Gallus gallus","No",3,"No","No","0-3402",1,"3383-4943",1,"4967-7184",1,"Aves",NA,NA
"MT491730","MT491730.1","Chicken astrovirus isolate IBS503/2017 ORF1a (ORF1a) gene, partial cds; and RNA-dependent RNA polymerase (ORF1b) and capsid precursor protein (ORF2) genes, complete cds","26-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7424,"Raji,A.A., Ideris,A., Bejo,M.H. and Omar,A.R.","","IBS503/2017","Malaysia",NA,"2017","kidney and caecal tonsils","Gallus gallus","No",3,"No","No","0-3402",1,"3383-4943",1,"4967-7184",1,"Aves",NA,NA
"MT789787","MT789787.1","Chicken astrovirus isolate CAstV/CA-SK/Chicken/19-0981/19, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7452,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-SK/Chicken/19-0981/19","",NA,"24-Apr-2019","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves","B",NA
"MT789786","MT789786.1","Chicken astrovirus isolate CAstV/CA-SK/Chicken/19-0935/19, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7481,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-SK/Chicken/19-0935/19","",NA,"16-Apr-2019","","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"MT789785","MT789785.1","Chicken astrovirus isolate CAstV/CA-SK/Chicken/18-0942/18, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7490,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-SK/Chicken/18-0942/18","",NA,"19-Jun-2018","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"MT789784","MT789784.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0823/17, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7480,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/17-0823/17","",NA,"09-Aug-2017","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"MT789783","MT789783.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0773b/17, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7490,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/17-0773b/17","",NA,"25-Jul-2017","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"MT789782","MT789782.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/17-0773a/17, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7452,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/17-0773a/17","",NA,"25-Jul-2017","LMH cells","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves","B",NA
"MT789781","MT789781.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262d/15, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7507,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/15-1262d/15","",NA,"19-Nov-2015","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789780","MT789780.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262c/15, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7504,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/15-1262c/15","",NA,"19-Nov-2015","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves","B",NA
"MT789779","MT789779.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262b/15, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7495,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/15-1262b/15","",NA,"19-Nov-2015","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789778","MT789778.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/15-1262a/15, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7506,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/15-1262a/15","",NA,"19-Nov-2015","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789777","MT789777.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235d/14, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7459,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/14-1235d/14","",NA,"09-Dec-2014","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789776","MT789776.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235c/14, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7459,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/14-1235c/14","",NA,"08-Dec-2014","LMH cells","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789775","MT789775.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235b/14, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7501,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/14-1235b/14","",NA,"08-Dec-2014","LMH cells","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MT789774","MT789774.1","Chicken astrovirus isolate CAstV/CA-AB/Chicken/14-1235a/14, complete genome","14-OCT-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7501,"Palomino-Tapia,V.A., Mitevski,D., Inglis,T., Abdul-Careem,F.M. and van der Meer,F.","","CAstV/CA-AB/Chicken/14-1235a/14","",NA,"08-Dec-2014","","Gallus gallus","No",3,"No","No","21-3444",1,"3425-4985",1,"5009-7226",1,"Aves",NA,NA
"MN307120","MN307120.1","Goose astrovirus isolate AstV/HN03/Goose/0402/19, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/HN03/Goose/0402/19","China",NA,"02-Apr-2019","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
