ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class,1A,1A-strand,1B,1B-strand,2,2-strand
MG599892,MG599892.1,"Dongbei arctic lamprey astrovirus 4 strain QSMS17426 ORF1a, ORF1b, and capsid protein genes, complete cds",08-NOV-2018,Dongbei arctic lamprey astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7513,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",QSMS17426,,China,,,,Lethenteron camtschaticum,No,3,No,No,Hyperoartia,191-3602,1.0,3670-5056,1.0,5069-7103,1.0
MG599883,MG599883.1,"Beihai cephalopholis spiloparaea astrovirus strain LXMC182963 hypothetical protein, ORF1ab, and capsid protein genes, complete cds",08-NOV-2018,Beihai cephalopholis spiloparaea astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6092,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LXMC182963,,China,,,,Cephalopholis spiloparaea,No,3,No,No,Actinopteri,451-2674,1.0,2673-5526,1.0,4144-6034,1.0
MG599882,MG599882.1,"Wenling banjofish astrovirus strain LXMC75461 ORF1a, ORF1b, and capsid protein genes, complete cds",08-NOV-2018,Wenling banjofish astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6081,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LXMC75461,,China,,,,Banjos banjos,No,3,No,No,Actinopteri,134-2552,1.0,2692-5092,1.0,3986-5948,1.0
NC_036583,NC_036583.1,"Rodent astrovirus isolate GX-006, complete genome",13-AUG-2018,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6861,"Tse,H., Chan,W.M. and Yuen,K.Y.",,GX-006,China,,,,Rattus norvegicus,No,3,No,No,Mammalia,0-2742,1.0,2654-4169,1.0,4161-6747,1.0
LT706531,LT706531.1,"Mamastrovirus 13 isolate UK/2013/ewe/lib01454 genome assembly, complete genome: monopartite",15-JUN-2018,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6454,"Hoeper,D. and Hoeper,D.",,UK/2013/ewe/lib01454,,,,,,No,3,No,No,,45-2595,1.0,2549-4115,1.0,4107-6387,1.0
KY855439,KY855439.1,"Marmot astrovirus 3 strain HT12, complete genome",15-APR-2018,Marmot astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6466,"Luo,X., Lu,S., Yang,J., Jin,D., Xiong,Y., Pu,J. and Xu,J.",HT12,,China,,2013,,Marmota himalayana,No,3,No,No,Mammalia,18-2499,1.0,2426-3968,1.0,3960-6375,1.0
EU847155,EU847155.1,"Mamastrovirus 18 isolate AFCD337 polyprotein 1AB and polyprotein 1a genes, partial cds; and capsid protein precursor, gene, complete cds",02-MAR-2018,Mamastrovirus 18,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus pusilli,Mamastrovirus pusilli,Astroviridae,5083,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD337,China: Hong Kong,,2006,,Miniopterus pusillus,No,3,No,No,Mammalia,0-909,1.0,878-2450,1.0,2433-4986,1.0
EU847154,EU847154.1,"Bat astrovirus 1 isolate WCF214 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF214,China: Hong Kong,,2005,,Miniopterus pusillus,No,1,No,No,Mammalia,0-687,1.0,686-2225,1.0,NA-NA,
EU847153,EU847153.1,"Bat astrovirus 1 isolate AFCD68 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2231,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD68,China: Hong Kong,,2005,,Miniopterus magnater,No,1,No,No,Mammalia,0-693,1.0,692-2231,1.0,NA-NA,
EU847151,EU847151.1,"Bat astrovirus 1 isolate AFCD77 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2234,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD77,China: Hong Kong,,2005,,Miniopterus magnater,No,1,No,No,Mammalia,0-693,1.0,692-2234,1.0,NA-NA,
EU847150,EU847150.1,"Bat astrovirus 1 isolate AFCD82 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,AFCD82,China: Hong Kong,,2005,,Miniopterus magnater,No,1,No,No,Mammalia,0-684,1.0,683-2225,1.0,NA-NA,
EU847149,EU847149.1,"Bat astrovirus 1 isolate WCF4 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2234,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF4,China: Hong Kong,,2004,,Miniopterus pusillus,No,1,No,No,Mammalia,0-687,1.0,686-2234,1.0,NA-NA,
EU847148,EU847148.1,"Bat astrovirus 1 isolate WCF90 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2225,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF90,China: Hong Kong,,2004,,Miniopterus magnater,No,1,No,No,Mammalia,0-687,1.0,686-2225,1.0,NA-NA,
EU847147,EU847147.1,"Bat astrovirus 1 isolate WCF98 polyprotein 1AB gene, partial cds",02-MAR-2018,Bat astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,2207,"Chu,D.K.W., Poon,L.L.M., Guan,Y. and Peiris,J.S.M.",,WCF98,China: Hong Kong,,2004,,Miniopterus magnater,No,1,No,No,Mammalia,0-670,1.0,671-2207,1.0,NA-NA,
MF033385,MF033385.1,"Rat astrovirus Rn/S510/Guangzhou isolate S510 nonstructural polyprotein and RNA-dependent RNA-polymerase genes, partial cds; and capsid precursor protein gene, complete cds",21-FEB-2018,Rat astrovirus Rn/S510/Guangzhou,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4898,"Qiu,M., Chen,X., Cheng,M. and Chen,Q.",,S510,China,,09-Feb-2017,stool,Rattus norvegicus,No,3,No,No,Mammalia,2-941,1.0,889-2440,1.0,2429-4874,1.0
KT946731,KT946731.1,"Rodent astrovirus isolate HK-CWRN1RV, complete genome",19-DEC-2017,Rodent astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6840,"Tse,H., Chan,W.M. and Yuen,K.Y.",,HK-CWRN1RV,Hong Kong,,,,Rattus norvegicus,No,3,No,No,Mammalia,16-2794,1.0,2727-4242,1.0,4198-6727,1.0
KX599351,KX599351.1,"Canine astrovirus strain HUN/2012/115, complete genome",27-DEC-2016,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6569,"Mihalov-Kovacs,E., Martella,V., Lanave,G., Marton,S., Jakab,F. and Banyai,K.",HUN/2012/115,,Hungary,,20-Apr-2012,feces,dog,No,3,No,No,Mammalia,45-2715,1.0,2672-4202,1.0,4014-6486,1.0
JN420359,JN420359.1,"California sea lion astrovirus 11 isolate 9822 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds",25-JUL-2016,California sea lion astrovirus 11,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6618,"Li,L., Wang,C. and Delwart,E.",,9822,USA: California,,2010,sea lion feces,Zalophus californianus (California sea lion),No,3,No,No,Mammalia,66-2871,1.0,2810-4358,1.0,4350-6609,1.0
JN420356,JN420356.1,"California sea lion astrovirus 9 isolate 1234 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds",25-JUL-2016,California sea lion astrovirus 9,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6627,"Li,L., Wang,C. and Delwart,E.",,1234,USA: California,,2010,sea lion feces,Zalophus californianus (California sea lion),No,3,No,No,Mammalia,32-2699,1.0,2578-4186,1.0,4064-6581,1.0
JN420351,JN420351.1,"California sea lion astrovirus 4 isolate 1136 nonstructural protein gene, complete cds; putative RNA-dependent RNA polymerase gene, partial cds; and capsid precursor protein gene, complete cds",25-JUL-2016,California sea lion astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6650,"Li,L., Wang,C. and Delwart,E.",,1136,USA: California,,2010,sea lion feces,Zalophus californianus (California sea lion),No,3,No,No,Mammalia,63-2802,1.0,2696-4289,1.0,4167-6650,1.0
GQ267696,GQ267696.1,"Astrovirus human/SZ908/China/2008 3C-like serine proteinase and RNA-dependent RNA polymerase mRNAs, partial cds; and capsid protein precursor, mRNA, complete cds",24-JUL-2016,Astrovirus human/SZ908/China/2008,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,5977,"Zhu,H.-C., Zhou,B.-P., Li,L.-F., Duan,L., Chen,X.-C., Xie,J.-J. and Guan,Y.",,SZ908,,,2008,,Homo sapiens,No,3,No,No,Mammalia,2-2063,1.0,2011-3586,1.0,3575-5852,1.0
LC047789,LC047789.1,"Bovine astrovirus genomic RNA, nearly complete genome, strain: BoAstV/JPN/Hokkaido11-7/2009",02-OCT-2015,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6105,"Nagai,M. and Omatsu,T.",BoAstV/JPN/Hokkaido11-7/2009,,Japan: Hokkaido,,2009,,Bos taurus,No,3,No,No,Mammalia,0-2451,1.0,2405-3914,1.0,3858-6081,1.0
KP663426,KP663426.1,"Astrovirus Er/SZAL6/HUN/2011, complete genome",23-JUN-2015,Astrovirus Er/SZAL6/HUN/2011,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7025,"Pankovics,P., Boros,A., Kiss,T., Delwart,E. and Reuter,G.",Er/SZAL6/HUN/2011,,Hungary,,Jul-2011,fecal sample,Coracias garrulus (European roller),No,3,No,No,Aves,19-2845,1.0,2859-4344,1.0,4174-6946,1.0
KF753807,KF753807.1,"Duck astrovirus strain SL5, complete genome",23-APR-2014,Duck astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7319,"Liu,N. and Zhang,D.",SL5,,China,,15-Sep-2012,intestine,,No,3,No,No,,21-3363,1.0,3353-4901,1.0,4916-7097,1.0
AB823732,AB823732.1,"Astrovirus MLB1 genomic RNA, complete genome, isolate: BtnMLB1-86",10-AUG-2013,Astrovirus MLB1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus melbournense,Mamastrovirus melbournense,Astroviridae,6201,"Ahmed,K. and Matsumoto,T.",,BtnMLB1-86,Bhutan,,22-May-2010,stool,Homo sapiens 1 months old male,No,3,No,No,,14-2378,1.0,2314-3850,1.0,3842-6113,1.0
KC692365,KC692365.1,"Fox astrovirus isolate fox 5 non-structural polyprotein gene, partial cds; and RNA-dependent RNA polymerase and capsid protein genes, complete cds",14-JUN-2013,Fox astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6456,"Bodewes,R., van der Giessen,J., Haagmans,B.L., Osterhaus,A.D. and Smits,S.L.",,fox 5,Netherlands,,15-Mar-2012,,Vulpes vulpes,No,3,No,No,Mammalia,1-2542,1.0,2553-4074,1.0,4063-6361,1.0
JX857869,JX857869.1,"Astrovirus VA4 isolate VA4/human/Nepal/s5363, complete genome",16-JAN-2013,Astrovirus VA4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6518,"Jiang,H., Holtz,L.R., Bauer,I., Franz,C.J., Zhao,G., Bodhidatta,L., Shrestha,S.K., Kang,G. and Wang,D.",,VA4/human/Nepal/S5363/2008,Nepal,,2008,stool,Homo sapiens,No,3,No,No,Mammalia,40-2701,1.0,2643-4224,1.0,4213-6403,1.0
JX857868,JX857868.1,"Astrovirus VA3 isolate VA3/human/Vellore/28054/2005, complete genome",16-JAN-2013,Astrovirus VA3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6581,"Jiang,H., Holtz,L.R., Bauer,I., Franz,C.J., Zhao,G., Bodhidatta,L., Shrestha,S.K., Kang,G. and Wang,D.",,VA3/human/Vellore/28054/2005,India,,2005,stool,Homo sapiens,No,3,No,No,Mammalia,36-2706,1.0,2567-4229,1.0,4218-6486,1.0
JX544744,JX544744.1,"Murine astrovirus strain STL 2, complete genome",23-OCT-2012,Murine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6827,"Yokoyama,C.C., Loh,J., Zhao,G., Stappenbeck,T.S., Wang,D., Huang,H.V., Virgin,H.W. and Thackray,L.B.",STL 2,,USA,,Jan-2011,,,No,3,No,No,,46-2818,1.0,2760-4266,1.0,4258-6715,1.0
AF206663,AF206663.2,"Avastrovirus 3 polyprotein gene, complete cds; RNA polymerase gene, partial cds; and capsid protein gene, complete cds",04-OCT-2012,Avastrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7355,"Koci,M.D., Seal,B.S. and Schultz-Cherry,S.",,,,,,,,No,3,No,No,,20-3398,1.0,3352-4936,1.0,4954-7129,1.0
JF729316,JF729316.1,"Rabbit astrovirus TN/2208/2010, complete genome",27-SEP-2012,Rabbit astrovirus TN/2208/2010,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,7353,"Stenglein,M.D., Velazquez,E., Greenacre,C., Wilkes,R., Ganem,D., Kennedy,M.A. and DeRisi,J.L.",,TN rabbit 10-2208,USA,,04-Jun-2010,,Oryctolagus cuniculus,No,3,No,No,Mammalia,12-3216,1.0,3167-4700,1.0,4692-7251,1.0
JF832365,JF832365.1,"Chicken astrovirus isolate 4175, complete genome",22-JUL-2012,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7008,"Cheng,S., Zavala,G. and Barbosa,T.",,4175,USA: GA,,Nov-2006,,Gallus gallus,No,3,No,No,Aves,16-3442,1.0,3432-4986,1.0,5010-6945,1.0
HQ916316,HQ916316.1,"Bovine astrovirus B76/HK, complete genome",25-JUL-2011,Bovine astrovirus B76/HK,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6253,"Tse,H., Chan,W.-M., Tsoi,H.-W., Woo,P.C.Y., Lau,S.K.P. and Yuen,K.-Y.",B76/HK,,Hong Kong,,,,cattle,No,3,No,No,Mammalia,43-2491,1.0,2445-3954,1.0,3898-6178,1.0
Y15937,Y15937.2,"Sheep astrovirus, complete genome, genomic RNA",31-MAR-2003,Mamastrovirus 13,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus ovis,Mamastrovirus ovis,Astroviridae,6440,"Jonassen,C.M.",,"provided by Dr. D.R. Snodgrass, Moredun Research Institute, Edinburgh",,,,,sheep,No,3,No,No,Mammalia,45-2580,1.0,2528-4100,1.0,4092-6381,1.0
