ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
MN920672,MN920672.1,"MAG: Astroviridae sp. isolate ytb090ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7420.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ytb090ast01,China,,2018,anal swab,,Yes,3.0,No,No,549-3336,1.0,3263-5240,1.0,4839-7230,1.0,
MN920671,MN920671.1,"MAG: Astroviridae sp. isolate ytb089ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7172.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ytb089ast01,China,,2018,anal swab,,Yes,3.0,No,No,294-3087,1.0,3287-4991,1.0,4590-6981,1.0,
MN920670,MN920670.1,"MAG: Astroviridae sp. isolate ybw202ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6701.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ybw202ast01,China,,2018,anal swab,,Yes,3.0,No,No,226-3004,1.0,3204-4563,1.0,4492-6694,1.0,
MN920669,MN920669.1,"MAG: Astroviridae sp. isolate ybb150ast01, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6816.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,ybb150ast01,China,,2018,anal swab,,Yes,3.0,No,No,139-2806,1.0,2733-4467,1.0,4309-6634,1.0,
MN920668,MN920668.1,"MAG: Astroviridae sp. isolate war204ast1, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6848.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,war204ast1,China,,2018,anal swab,,Yes,3.0,No,No,41-2807,1.0,2971-4342,1.0,4310-6707,1.0,
MN920667,MN920667.1,"MAG: Astroviridae sp. isolate tom152ast2, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6510.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,tom152ast2,China,,2018,anal swab,,Yes,3.0,No,No,576-2847,1.0,2879-4331,1.0,4351-6388,1.0,
MN920663,MN920663.1,"MAG: Astroviridae sp. isolate spa143ast1, complete genome",06-MAY-2020,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6570.0,"Chen,X., Shan,T., Yang,S. and Zhang,W.",,spa143ast1,China,,2018,anal swab,,Yes,3.0,No,No,31-2659,1.0,2859-4554,1.0,4156-6400,1.0,
MN149392,MN149392.1,"Duck astrovirus 1 isolate D17, complete genome",18-APR-2020,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X. and Zhang,D.",,D17,China,,13-Oct-2013,liver,Jinding ducks,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
MN428645,MN428645.1,"Goose astrovirus isolate AHAU5, complete genome",14-APR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Bai,C. and Zhang,D.",,AHAU5,China: Anhui,,2018,kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN428644,MN428644.1,"Goose astrovirus isolate AHAU4, complete genome",14-APR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Bai,C. and Zhang,D.",,AHAU4,China: Anhui,,2018,kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN428643,MN428643.1,"Goose astrovirus isolate AHAU3, complete genome",14-APR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Bai,C. and Zhang,D.",,AHAU3,China: Anhui,,2018,kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN428642,MN428642.1,"Goose astrovirus isolate GD AHAU2, complete genome",14-APR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Bai,C. and Zhang,D.",,GD AHAU2,China: Anhui,,2018,kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN428641,MN428641.1,"Goose astrovirus isolate AHAU1, complete genome",14-APR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Bai,C.",,AHAU1,China: Anhui,,2018,kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MN175321,MN175321.1,"Goose astrovirus strain AstV/Goose/2018/HLJ01, complete genome",02-MAR-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7116.0,"Zhao,L. and Chen,H.",AstV/Goose/2018/HLJ01,,China: Heilongjiang province,,09-Jul-2018,liver,goose,No,3.0,No,No,102-3207,1.0,3197-4748,1.0,4766-6881,1.0,Aves
MN732559,MN732559.1,"Avian nephritis virus strain ANV/CHN/GXJL815/2017, complete genome",15-FEB-2020,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6885.0,"Ruan,S., Xue,J., Zhao,Y. and Zhang,G.",ANV/CHN/GXJL815/2017,,China,,2017,intestines,Gallus gallus (broiler),No,2.0,No,No,8-3025,1.0,3025-4552,1.0,4571-6575,1.0,Aves
MN732558,MN732558.1,"Avian nephritis virus strain ANV/CHN/BJCP510-2/2018, complete genome",15-FEB-2020,Avian nephritis virus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6899.0,"Zhang,Q., Xue,J., Zhao,Y. and Zhang,G.",ANV/CHN/BJCP510-2/2018,,China,,2018,intestines,Gallus gallus (broiler),No,2.0,No,No,13-3027,1.0,3027-4554,1.0,4573-6598,1.0,Aves
MN725026,MN725026.1,"Chicken astrovirus strain CAstV/CHN/GDYHTJ718-6/2018, complete genome",15-FEB-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7588.0,"Zhang,Q., Xue,J., Ruan,S. and Zhang,G.",CAstV/CHN/GDYHTJ718-6/2018,,China,,2018,intestinal,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MN725025,MN725025.1,"Chicken astrovirus strain CAstV/CHN/HBLP717-1/2018, complete genome",15-FEB-2020,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7588.0,"Zhang,Q., Xue,J. and Zhang,G.",CAstV/CHN/HBLP717-1/2018,,China,,2018,intestines,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
MN068024,MN068024.1,"Goose astrovirus isolate GTF-07, complete genome",12-FEB-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7141.0,"Wang,S., Xiao,S., Jiang,D., Chen,S., Lin,S., Zheng,M. and Zhang,S.",,GTF-07,China,,Apr-2018,kidney; liver; spleen,goose,No,3.0,No,No,9-3264,1.0,3254-4805,1.0,4823-6938,1.0,Aves
MN068023,MN068023.1,"Goose astrovirus isolate GTF-04, complete genome",12-FEB-2020,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7141.0,"Wang,S., Xiao,S., Jiang,D., Chen,S., Lin,S. and Zheng,M.",,GTF-04,China,,Apr-2018,kidney; liver; spleen,goose,No,3.0,No,No,9-3264,1.0,3254-4805,1.0,4823-6938,1.0,Aves
MN337323,MN337323.1,"Goose astrovirus isolate XX, complete genome",10-DEC-2019,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Jin,Q., Chen,Y. and Zhang,G.",,XX,China,,10-Jul-2018,liver,goose,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
MN399857,MN399857.1,"Goose astrovirus isolate SDXT, complete genome",18-NOV-2019,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Chen,H., Yan,M. and Tang,Y.",,SDXT,China,,15-Mar-2019,,duck,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
KT886453,KT886453.1,"Chicken astrovirus isolate CAstV/Poland/G059/2014 nonstructural polyprotein gene, partial cds; and RNA-dependent RNA polymerase and capsid precursor protein genes, complete cds",01-JUL-2019,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7382.0,"Sajewicz-Krukowska,J., Minta,Z. and Domanska-Blicharz,K.",,CAstV/Poland/G059/2014,Poland,,Feb-2014,,Gallus gallus,No,3.0,No,No,1-3427,1.0,3408-4968,1.0,4992-7155,1.0,Aves
MK125058,MK125058.1,"Goose astrovirus isolate JSHA, complete genome",27-MAY-2019,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Xu,R. and Lv,Y.",,JSHA,China,,2016,kidney,gosling,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
MK096775,MK096775.1,"Passerine astrovirus 3 isolate PasAstV-3, complete genome",12-MAY-2019,Passerine astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6628.0,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-3,French Guiana,,Oct-2016,cloacal swabs,Passeriformes,No,3.0,No,No,41-2684,1.0,2707-4177,1.0,4197-6453,1.0,Aves
MK096774,MK096774.1,"Passerine astrovirus 2 isolate PasAstV-2, complete genome",12-MAY-2019,Passerine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6864.0,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-2,French Guiana,,Oct-2016,cloacal swabs,Passeriformes,No,3.0,No,No,46-2752,1.0,2811-4251,1.0,4254-6555,1.0,Aves
MK096773,MK096773.1,"Passerine astrovirus 1 isolate PasAstV-1, complete genome",12-MAY-2019,Passerine astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6745.0,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.",,PasAstV-1,French Guiana,,,,Passeriformes,No,3.0,No,No,29-2753,1.0,2881-4459,1.0,4296-6561,1.0,Aves
MG661261,MG661261.1,"Rhesus monkey astrovirus strain GX1832, complete genome",08-MAY-2019,Rhesus monkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7377.0,"Xin,Y.Y.",GX1832,,China,,2015,feces,,No,3.0,No,No,119-3185,1.0,3175-4705,1.0,4728-7239,1.0,
MH712856,MH712856.1,"Duck astrovirus 1 strain D51, complete genome",02-APR-2019,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7752.0,"Lan,J., Zhang,R., Li,H., Chen,J. and Jiang,S.",D51,,China,,06-Feb-2012,liver,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
MH807626,MH807626.1,"Goose astrovirus strain AstV/Goose/CXZ/18, complete genome",16-FEB-2019,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Yuan,Y., Wang,L., Meng,K. and Zhang,X.",AstV/Goose/CXZ/18,,China,,08-Jan-2018,liver,goose,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
KY807085,KY807085.1,"Goose astrovirus isolate HN1G, complete genome",27-NOV-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7148.0,"Liu,N. and Zhang,D.",,HN1G,China,,20-May-2014,liver,Lingxian White Goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
MH453801,MH453801.1,MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW09/Interior genomic sequence,09-NOV-2018,Avastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6869.0,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.",,AstV/Red-necked Avocet/MW09/Interior,Australia: Innaminka Regional Reserve,,2013,cloacal swab,Red-necked Avocet,Yes,2.0,No,No,0-2992,1.0,2993-4520,1.0,4539-6585,1.0,Aves
MH453800,MH453800.1,MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW08/Interior genomic sequence,09-NOV-2018,Avastrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli,Avastrovirus galli,Astroviridae,6960.0,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.",,AstV/Red-necked Avocet/MW08/Interior,Australia: Western Port Bay,,2013,cloacal swab,Red-necked Avocet,Yes,2.0,No,No,0-3184,1.0,3185-4661,1.0,4654-6649,1.0,Aves
MG599931,MG599931.1,"Beihai tree frog astrovirus strain GDSWC169064 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Beihai tree frog astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5247.0,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",GDSWC169064,,China,,,,Polypedates megacephalus,No,2.0,No,No,2-1517,1.0,1516-3022,1.0,3040-5191,1.0,Amphibia
MG599918,MG599918.1,"Hainan oriental leaf-toed gecko astrovirus 1 strain LPXYC174317 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Hainan oriental leaf-toed gecko astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7126.0,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPXYC174317,,China,,,,Hemidactylus bowringii,No,2.0,No,No,2-2924,1.0,2923-4447,1.0,4487-6938,1.0,Lepidosauria
MG599917,MG599917.1,"Hainan gekko similignum astrovirus strain LPXYC188631 ORF1a gene, partial cds; and ORF1b and capsid protein genes, complete cds",08-NOV-2018,Hainan gekko similignum astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6548.0,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",LPXYC188631,,China,,,,Gekko similignum,No,3.0,No,No,0-2286,1.0,2393-3785,1.0,3824-6341,1.0,Lepidosauria
MG599916,MG599916.1,"Zhejiang chinese fire belly newt astrovirus 2 strain DFRYG3998 ORF1ab gene, partial cds; and capsid protein gene, complete cds",08-NOV-2018,Zhejiang chinese fire belly newt astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5038.0,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",DFRYG3998,,China,,,,Cynops orientalis,No,2.0,No,No,1-649,1.0,648-2166,1.0,2210-4826,1.0,Amphibia
MG599910,MG599910.1,"Hainan black-spectacled toad astrovirus 2 strain HKCCC7872 ORF1ab and capsid protein genes, complete cds",08-NOV-2018,Hainan black-spectacled toad astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7476.0,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.",HKCCC7872,,China,,,,Duttaphrynus melanostictus,No,2.0,No,No,5-3212,1.0,3211-4735,1.0,4758-7269,1.0,Amphibia
MH410610,MH410610.1,"Goose astrovirus strain AHDY, complete genome",17-OCT-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Xu,R., Lu,M., Zhang,H., Huang,C., Zhang,L., Li,Z., Bao,E. and Lv,Y.",AHDY,,China: Anhui province,,Aug-2017,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
NC-034567,NC_034567.1,"Goose astrovirus isolate FLX, complete sequence",13-AUG-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7299.0,"Zhang,Y. and Zhang,D.",,FLX,China,,04-Jun-2014,liver,Hortobagy goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6992,1.0,Aves
NC-012437,NC_012437.1,"Duck astrovirus C-NGB, complete genome",13-AUG-2018,Duck astrovirus C-NGB,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Fu,Y., Pan,M., Wang,X., Xu,Y., Xie,X. and Zhang,D.",C-NGB,,China,,09-Jul-2008,liver,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
NC-005790,NC_005790.1,"Turkey astrovirus 2, complete genome",13-AUG-2018,Turkey astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus intestini,Avastrovirus intestini,Astroviridae,7355.0,"Koci,M.D., Seal,B.S. and Schultz-Cherry,S.",,,,,,,,No,3.0,No,No,20-3398,1.0,3397-4936,1.0,4954-7129,1.0,
NC-002470,NC_002470.1,"Turkey astrovirus, complete genome",13-AUG-2018,Turkey astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7003.0,"Jonassen,C.M.",,"provided by Dr. Y.M. Saif, Ohio State University",,,,,turkey,No,3.0,No,No,10-3310,1.0,3306-4839,1.0,4857-6873,1.0,Aves
MG934571,MG934571.1,"Goose astrovirus isolate GD, complete genome",06-AUG-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,X., Zhou,H. and Liu,X.",,GD,China: Guangdong,,01-Nov-2017,liver; spleen,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MF768270,MF768270.1,"Avian astrovirus strain pigeon/China/20/2014 non-structural polyprotein and capsid protein precursor, genes, complete cds",31-JUL-2018,Avian astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6872.0,"Wang,K. and Wang,S.",pigeon/China/20/2014,,China,,2014-03-01,,pigeon,No,2.0,No,No,4-3031,1.0,3018-4551,1.0,4557-6591,1.0,Aves
MH052598,MH052598.1,"Goose astrovirus strain AstV/SDPY/Goose/1116/17, complete genome",19-JUN-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7252.0,"Niu,X., Tian,J., Yang,J., Jiang,X., Wang,H., Chen,H., Tang,Y. and Diao,Y.",AstV/SDPY/Goose/1116/17,,China,,16-Nov-2017,,goose,No,3.0,No,No,245-3350,1.0,3340-4891,1.0,4909-7024,1.0,Aves
MF772821,MF772821.1,"Goose astrovirus strain AAstV/Goose/CHN/2017/SD01, partial genome",09-MAY-2018,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Zhang,Q., Cao,Y., Wang,J., Zhang,L., Fu,G., Sun,M., Meng,L., Huang,Y., Zhou,X., Hu,X. and Su,J.",AAstV/Goose/CHN/2017/SD01,,China: Shandong province,,2017-04,liver,Lande geese,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
KY646154,KY646154.1,"Duck astrovirus 1 isolate HB2015, complete genome",07-FEB-2018,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7754.0,"Hu,X., Zhang,Q., Zhang,L., Wang,J., Meng,L. and Su,J.",,HB2015,China,,2015,liver lysate,Beijing duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
KX397576,KX397576.1,"Chicken astrovirus isolate CkP5, complete genome",31-JUL-2017,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7499.0,"Kang,K., Linnemann,E.G., Icard,A.H., Durairaj,V., Mundt,E. and Sellers,H.S.",,CkP5,USA,,,,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
KX397575,KX397575.1,"Chicken astrovirus isolate CC_CkAstV, complete genome",31-JUL-2017,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7499.0,"Kang,K., Linnemann,E.G., Icard,A.H., Durairaj,V., Mundt,E. and Sellers,H.S.",,CC_CkAstV,USA,,,LMH cells,chicken,No,3.0,No,No,21-3441,1.0,3422-4982,1.0,5006-7223,1.0,Aves
KY271027,KY271027.1,"Goose astrovirus isolate FLX, complete sequence",06-MAY-2017,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7299.0,"Zhang,Y. and Zhang,D.",,FLX,China,,04-Jun-2014,liver,Hortobagy goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6992,1.0,Aves
KY038163,KY038163.1,"Chicken astrovirus isolate CAstV/INDIA/ANAND/2016, complete genome",04-JAN-2017,Chicken astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7513.0,"Patel,A.K., Pandit,R.J., Pandey,V.C., Pal,J.K., Jakhesara,S.J. and Joshi,C.G.",,CAstV/INDIA/ANAND/2016,India,,24-Feb-2016,,chicken,No,3.0,No,No,13-3433,1.0,3414-4974,1.0,4998-7215,1.0,Aves
FJ919228,FJ919228.1,"Duck astrovirus 1 strain DA93, complete genome",25-JUL-2016,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.",DA93,,China,,,liver lysate,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
FJ919227,FJ919227.1,"Duck astrovirus 1 strain DA08, complete genome",25-JUL-2016,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.",DA08,,China,,,liver lysate,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
FJ919226,FJ919226.1,"Duck astrovirus 1 strain DA07, complete genome",25-JUL-2016,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7722.0,"Wang,X., Xu,Y., Xie,X., Fu,Y. and Zhang,D.",DA07,,China,,,liver lysate,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
