Position in alignment;Recombination breakpoint number (200nt win);Upper 99% CI;Lower 99% CI;Upper 95% CI;Lower 95% CI;A;B;C;D;E
7427;0;1084947;0;1539775;0;0;9872404;0;;
7429;0;1084947;0;1539775;0;0;9872404;0;;
7431;0;1084947;0;1539775;0;0;9872404;0;;
7433;0;1084947;0;1539775;0;0;9872404;0;;
7435;0;1084947;0;1539775;0;0;9872404;0;;
7437;0;1084947;0;1539775;0;0;9872404;0;;
7439;0;1084947;0;1539775;0;0;9872404;0;;
7441;0;1084947;0;1539775;0;0;9872404;0;;
7443;0;1084947;0;1539775;0;0;9872404;0;;
7445;0;1084947;0;1539775;0;0;9872404;0;;
7447;0;1084947;0;1539775;0;0;9872404;0;;
7449;0;1084947;0;1539775;0;0;9872404;0;;
7451;0;1084947;0;1539775;0;0;9872404;0;;
7453;0;1084947;0;1539775;0;0;9872404;0;;
7455;0;1084947;0;1539775;0;0;9872404;0;;
7457;0;1084947;0;1539775;0;0;9872404;0;;
7459;0;1084947;0;1539775;0;0;9872404;0;;
7461;0;1084947;0;1539775;0;0;9872404;0;;
7463;0;1084947;0;1539775;0;0;9872404;0;;
7465;0;1084947;0;1539775;0;0;9872404;0;;
7467;0;1084947;0;1539775;0;0;9872404;0;;
7469;0;1084947;0;1539775;0;0;9872404;0;;
7471;0;1084947;0;1539775;0;0;9872404;0;;
7473;0;1084947;0;1539775;0;0;9872404;0;;
7475;0;1084947;0;1539775;0;0;9872404;0;;
7477;0;1084947;0;1539775;0;0;9872404;0;;
7479;0;1084947;0;1539775;0;0;9872404;0;;
7481;0;1084947;0;1539775;0;0;9872404;0;;
7483;0;1084947;0;1539775;0;0;9872404;0;;
7485;0;1084947;0;1539775;0;0;9872404;0;;
7487;0;1084947;0;1539775;0;0;9872404;0;;
7489;0;1084947;0;1539775;0;0;9872404;0;;
7491;0;1084947;0;1539775;0;0;9872404;0;;
7493;0;1084947;0;1539775;0;0;9872404;0;;
7495;0;1084947;0;1539775;0;0;9872404;0;;
7497;0;1084947;0;1539775;0;0;9872404;0;;
7499;0;1084947;0;1539775;0;0;9872404;0;;
7501;0;1084947;0;1539775;0;0;9872404;0;;
7503;0;1084947;0;1539775;0;0;9872404;0;;
7505;0;1084947;0;1539775;0;0;9872404;0;;
7507;0;1084947;0;1539775;0;0;9872404;0;;
7509;0;1084947;0;1539775;0;0;9872404;0;;
7511;0;1084947;0;1539775;0;0;9872404;0;;
7513;0;1084947;0;1539775;0;0;9872404;0;;
7515;0;1084947;0;1539775;0;0;9872404;0;;
7517;0;1084947;0;1539775;0;0;9872404;0;;
7519;0;1084947;0;1539775;0;0;9872404;0;;
7521;0;1084947;0;1539775;0;0;9872404;0;;
7523;0;1084947;0;1539775;0;0;9872404;0;;
7525;0;1084947;0;1539775;0;0;9872404;0;;
7527;0;1084947;0;1539775;0;0;9872404;0;;
7529;0;1084947;0;1539775;0;0;9872404;0;;
7531;0;1084947;0;1539775;0;0;9872404;0;;
7533;0;1084947;0;1539775;0;0;9872404;0;;
7535;0;1084947;0;1539775;0;0;9872404;0;;
7537;0;1084947;0;1539775;0;0;9872404;0;;
7539;0;1084947;0;1539775;0;0;9872404;0;;
7541;0;1084947;0;1539775;0;0;9872404;0;;
7543;0;1084947;0;1539775;0;0;9872404;0;;
7545;0;1084947;0;1539775;0;0;9872404;0;;
7547;0;1084947;0;1539775;0;0;9872404;0;;
7549;0;1084947;0;1539775;0;0;9872404;0;;
7551;0;1084947;0;1539775;0;0;9872404;0;;
7553;0;1084947;0;1539775;0;0;9872404;0;;
7555;0;1084947;0;1539775;0;0;9872404;0;;
7557;0;1084947;0;1539775;0;0;9872404;0;;
7559;0;1084947;0;1539775;0;0;9872404;0;;
7561;0;1084947;0;1539775;0;0;9872404;0;;
7563;0;1084947;0;1539775;0;0;9872404;0;;
7565;0;1084947;0;1539775;0;0;9872404;0;;
7567;0;1084947;0;1539775;0;0;9872404;0;;
7569;0;1084947;0;1539775;0;0;9872404;0;;
7571;0;1084947;0;1539775;0;0;9872404;0;;
7573;0;1084947;0;1539775;0;0;9872404;0;;
7575;0;1084947;0;1539775;0;0;9872404;0;;
7577;0;1084947;0;1539775;0;0;9872404;0;;
7579;0;1084947;0;1539775;0;0;9872404;0;;
7581;0;1084947;0;1539775;0;0;9872404;0;;
7583;0;1084947;0;1539775;0;0;9872404;0;;
7585;0;1084947;0;1539775;0;0;9872404;0;;
7587;0;1084947;0;1539775;0;0;9872404;0;;
7589;0;1084947;0;1539775;0;0;9872404;0;;
7591;0;1084947;0;1539775;0;0;9872404;0;;
7593;0;1084947;0;1539775;0;0;9872404;0;;
7595;0;1084947;0;1539775;0;0;9872404;0;;
7597;0;1084947;0;1539775;0;0;9872404;0;;
7599;0;1084947;0;1539775;0;0;9872404;0;;
7601;0;1084947;0;1539775;0;0;9872404;0;;
7603;0;1084947;0;1539775;0;0;9872404;0;;
7605;0;1084947;0;1539775;0;0;9872404;0;;
7607;0;1084947;0;1539775;0;0;9872404;0;;
7609;0;1084947;0;1539775;0;0;9872404;0;;
7611;0;1084947;0;1539775;0;0;9872404;0;;
7613;0;1084947;0;1539775;0;0;9872404;0;;
7615;0;1084947;0;1539775;0;0;9872404;0;;
7617;0;1084947;0;1539775;0;0;9872404;0;;
7619;0;1084947;0;1539775;0;0;9872404;0;;
7621;0;1084947;0;1539775;0;0;9872404;0;;
7623;0;1084947;0;1539775;0;0;9872404;0;;
7625;0;1084947;0;1539775;0;0;9872404;0;;
7627;0;1084947;0;1539775;0;0;9872404;0;;
7629;0;1084947;0;1539775;0;0;9872404;0;;
7631;0;1084947;0;1539775;0;0;9872404;0;;
7633;0;1084947;0;1539775;0;0;9872404;0;;
7635;0;1084947;0;1539775;0;0;9872404;0;;
7637;0;1084947;0;1539775;0;0;9872404;0;;
7639;0;1084947;0;1539775;0;0;9872404;0;;
7641;0;1084947;0;1539775;0;0;9872404;0;;
7643;0;1084947;0;1539775;0;0;9872404;0;;
7645;0;1084947;0;1539775;0;0;9872404;0;;
7647;0;1084947;0;1539775;0;0;9872404;0;;
7649;0;1084947;0;1539775;0;0;9872404;0;;
7651;0;1084947;0;1539775;0;0;9872404;0;;
7653;0;1084947;0;1539775;0;0;9872404;0;;
7655;0;1084947;0;1539775;0;0;9872404;0;;
7657;0;1084947;0;1539775;0;0;9872404;0;;
7659;0;1084947;0;1539775;0;0;9872404;0;;
7661;0;1084947;0;1539775;0;0;9872404;0;;
7663;0;1084947;0;1539775;0;0;9872404;0;;
7665;0;1084947;0;1539775;0;0;9872404;0;;
7667;0;1084947;0;1539775;0;0;9872404;0;;
7669;0;1084947;0;1539775;0;0;9872404;0;;
7671;0;1084947;0;1539775;0;0;9872404;0;;
7673;0;1084947;0;1539775;0;0;9872404;0;;
7675;0;1084947;0;1539775;0;0;9872404;0;;
7677;0;1084947;0;1539775;0;0;9872404;0;;
7679;0;1084947;0;1539775;0;0;9872404;0;;
7681;0;1084947;0;1539775;0;0;9872404;0;;
7683;0;1084947;0;1539775;0;0;9872404;0;;
7685;0;1084947;0;1539775;0;0;9872404;0;;
7687;0;1084947;0;1539775;0;0;9872404;0;;
7689;0;1084947;0;1539775;0;0;9872404;0;;
7691;0;1084947;0;1539775;0;0;9872404;0;;
7693;0;1084947;0;1539775;0;0;9872404;0;;
7695;0;1084947;0;1539775;0;0;9872404;0;;
7697;0;1084947;0;1539775;0;0;9872404;0;;
7699;0;1084947;0;1539775;0;0;9872404;0;;
7701;0;1084947;0;1539775;0;0;9872404;0;;
7703;0;1084947;0;1539775;0;0;9872404;0;;
7705;0;1084947;0;1539775;0;0;9872404;0;;
7707;0;1084947;0;1539775;0;0;9872404;0;;
7709;0;1084947;0;1539775;0;0;9872404;0;;
7711;0;1084947;0;1539775;0;0;9872404;0;;
7713;0;1084947;0;1539775;0;0;9872404;0;;
7715;0;1084947;0;1539775;0;0;9872404;0;;
7717;0;1093261;0;1837334;0;0;1228608;0;;
7719;0;1700845;0;3852676;0;0;1509452;0;;
7721;0;1936927;0;7985942;0;0;1837334;0;;
7723;0;2104369;0;8739298;0;0;2299996;0;;
7725;0;2336172;0;8913158;0;0;3364329;0;;
7727;0;2414673;0;8968775;0;0;4550144;0;;
7729;0;2452367;0;8972282;0;0;5595626;0;;
7731;0;2471457;0;9859695;0;0;6431686;0;;
7733;0;2474596;0;9973311;0;0;7177776;0;;
7735;0;2476335;0;9972335;0;0;8008532;0;;
7737;0;2474798;1;2681;0;0;8037791;0;;
7739;0;2473261;1;2661;0;0;8067049;0;;
7741;0;2471724;1;2641;0;0;8096307;0;;
7743;0;2470187;1;2621;0;0;8125565;0;;
7745;0;246865;1;2601;0;0;8154824;0;;
7747;0;2467113;1;2581;0;0;8184082;0;;
7749;0;2465576;1;2561;0;0;821334;0;;
7751;0;2464039;1;2541;0;0;8242598;0;;
7753;0;2462502;1;2521;0;0;8271856;0;;
7755;0;2460965;1;2501;0;0;8301115;0;;
7757;0;2459428;1;2481;0;0;8330373;0;;
7759;0;2508205;1;19147;0;0;8499582;0;;
7761;0;2525051;1;91467;0;0;8840168;0;;
7763;0;3139822;1;139737;0;0;9135108;0;;
7765;0;5167652;1;229325;0;0;945985;0;;
7767;0;7500224;1;416946;0;1;18799;0;;
7769;0;7800613;1;613615;0;1;209552;0;;
7771;0;8254946;1;864556;0;1;291379;0;;
7773;0;8870099;1;927618;0;1;560892;0;;
7775;0;9429004;2;4159;0;1;634842;0;;
7777;0;9878339;2;205491;0;1;681769;0;;
7779;1;50279;2;370867;0;1;750157;0;;
7781;1;132936;2;547336;0;1;875721;0;;
7783;1;231691;2;64169;0;1;921864;0;;
7785;1;329606;2;722653;0;1;98385;0;;
7787;1;42712;2;801845;0;2;32422;0;;
7789;1;437339;2;840196;0;2;117957;0;;
7791;1;447558;2;839864;0;2;125252;0;;
7793;1;457775;2;839533;0;2;126165;0;;
7795;1;467993;2;845789;0;2;127077;0;;
7797;1;478211;2;86184;0;2;172194;0;;
7799;1;488428;2;866758;0;2;178483;0;;
7801;1;498646;2;893941;0;2;184532;0;;
7803;1;508864;2;909991;0;2;207068;0;;
7805;1;529074;2;931646;0;2;364094;0;;
7807;1;542852;2;967011;0;2;526819;0;;
7809;1;558687;2;984771;0;2;574134;0;;
7811;1;570404;3;1295;0;2;580347;0;;
7813;1;609877;3;21767;0;2;627157;0;;
7815;1;620263;3;38641;0;2;723371;0;;
7817;1;621991;3;198196;0;2;798903;0;;
7819;1;624789;3;317148;0;2;873038;0;;
7821;1;626413;3;322097;0;2;878095;0;;
7823;1;626304;3;331585;0;2;883007;0;;
7825;1;626604;3;357549;0;2;926464;0;;
7827;1;62809;3;396827;0;2;993776;1.776357E-15;;
7829;1;628793;3;714653;0;3;1806;1.776357E-15;;
7831;1;627952;3;719869;0;3;1851;1.776357E-15;;
7833;1;627111;3;749359;0;3;24599;1.776357E-15;;
7835;1;62627;3;796268;0;3;27093;1.776357E-15;;
7837;1;625429;3;800748;0;3;29587;1.776357E-15;;
7839;1;624588;3;805229;0;3;32081;1.776357E-15;;
7841;1;623747;3;809709;0;3;34575;1.776357E-15;;
7843;1;623377;3;817163;0;3;43849;1.776357E-15;;
7845;1;623449;3;826977;0;3;56705;1.776357E-15;;
7847;1;624614;3;900762;0;3;108013;1.776357E-15;;
7849;1;624713;3;982253;0;3;165159;6.661338E-15;;
7851;1;625352;4;600045;0;3;289944;6.661338E-15;;
7853;1;626243;4;645925;0;3;412632;1.421085E-14;;
7855;1;625872;4;706951;0;3;459074;3.293782E-06;;
7857;1;625233;4;715184;0;3;573224;1.006394E-05;;
7859;1;624352;4;72373;0;3;579746;3.019183E-05;;
7861;1;623472;4;732276;0;3;586269;3.359279E-05;;
7863;1;622591;4;740822;0;3;602385;3.292759E-05;;
7865;1;62171;4;749368;0;3;646461;3.226239E-05;;
7867;1;62083;4;765144;0;3;655633;3.446574E-05;;
7869;1;621306;4;773532;0;3;705082;8.91359E-05;;
7871;1;622098;4;782268;0;3;831395;0;1836147;
7873;1;621632;4;783102;0;3;831925;0;1837931;
7875;1;621167;4;783936;0;3;832455;0;1839716;
7877;1;620701;4;78477;0;3;832984;0;1841501;
7879;1;620236;4;785604;0;3;833514;0;1843286;
7881;1;61977;4;786438;0;3;833987;0;1845071;
7883;1;628635;4;787272;0;3;850238;0;1855993;
7885;1;651169;4;787888;0;3;850092;0;1864083;
7887;1;711509;4;788503;0;3;849946;0;193698;
7889;1;713255;4;789118;0;3;8498;0;1936893;
7891;1;715002;4;78994;0;3;849654;0;1936807;
7893;1;716749;4;793211;0;3;849508;0;193672;
7895;1;718495;4;796484;0;3;849362;0;1936634;
7897;1;720242;4;799756;0;3;849216;0;1936547;
7899;1;721989;4;803028;0;3;849069;0;1936461;
7901;1;723735;4;8063;0;3;848923;0;1936374;
7903;1;725482;4;809571;0;3;848777;0;1936288;
7905;1;727229;4;812843;0;3;848631;0;1936201;
7907;1;728976;4;816115;0;3;848485;0;1936115;
7909;1;730722;4;820086;0;3;848339;0;1936028;
7911;1;732469;4;825955;0;3;848193;0;1935941;
7913;1;734215;4;831824;0;3;848047;0;1923958;
7915;1;735962;4;837694;0;3;847901;0;1911408;
7917;1;736878;4;843563;0;3;843575;0;1898858;
7919;1;677866;4;849432;0;3;844105;0;1886308;
7921;1;656004;4;855301;0;3;844634;0;1873758;
7923;1;641007;4;842291;0;3;845164;0;1869388;
7925;1;619573;4;834208;0;3;845693;0;1869522;
7927;1;61347;4;800809;0;3;846223;0;1869655;
7929;1;611447;4;801424;0;3;846752;0;1859868;
7931;1;611285;4;802039;0;3;837315;0;186005;
7933;1;612718;4;802655;0;3;838958;0;1858631;
7935;1;61429;4;803268;0;3;84644;0;1858826;
7937;1;616191;4;803881;0;3;844348;0;185902;
7939;1;618091;4;804492;0;3;843889;0;1859215;
7941;1;619991;4;805105;0;3;845533;0;185941;
7943;1;621892;4;805717;0;3;847177;0;1859604;
7945;1;623792;4;806329;0;3;84882;0;1859799;
7947;1;625693;4;806941;0;3;850464;0;1859993;
7949;1;627593;4;807553;0;3;852048;0;1860188;
7951;1;629493;4;808165;0;3;852577;0;1860383;
7953;1;631394;4;808777;0;3;853107;0;1860577;
7955;1;633294;4;80939;0;3;853637;0;1860772;
7957;1;635194;4;810001;0;3;866205;0;1860967;
7959;1;632064;4;813694;0;3;900153;0;1846498;
7961;1;632127;4;820473;0;3;866429;0;1597075;
7963;1;572398;4;752644;0;3;86692;0;1575978;
7965;1;371363;4;769766;0;3;832823;0;133183;
7967;1;139854;4;804464;0;3;797588;9.258636E-05;;
7969;1;111563;4;813805;0;3;738433;9.209904E-05;;
7971;1;67877;4;757996;0;3;671554;1.203275E-05;;
7973;1;811;4;586413;0;3;610877;1.203275E-05;;
7975;0;9539674;4;429955;0;3;560232;1.285816E-06;;
7977;0;9107818;4;402596;0;3;485748;6.661338E-15;;
7979;0;8500843;4;397935;0;3;41011;3.108624E-15;;
7981;0;7691752;4;208209;0;3;25912;1.776357E-15;;
7983;0;6721684;4;93765;0;3;89609;1.110223E-16;;
7985;0;5760037;4;90943;0;3;239729;1.110223E-16;;
7987;0;4802392;4;77291;0;3;114676;1.776357E-15;;
7989;0;4717687;3;946812;0;3;14631;1.776357E-15;;
7991;0;4632981;4;241333;0;3;275043;1.776357E-15;;
7993;0;4548284;4;253232;0;3;272127;1.776357E-15;;
7995;0;4463586;4;266095;0;3;274445;1.776357E-15;;
7997;0;4378889;4;273644;0;3;276763;1.776357E-15;;
7999;0;4294191;4;281194;0;3;267148;1.776357E-15;;
8001;0;4209494;4;288743;0;3;252152;1.776357E-15;;
8003;0;4124796;4;296293;0;3;237157;1.776357E-15;;
8005;0;3940175;4;232634;0;3;14183;1.776357E-15;;
8007;0;3819873;4;232504;0;3;11546;1.776357E-15;;
8009;0;3679004;4;194082;0;3;58954;0;;
8011;0;3606104;4;175315;0;3;112021;1.110223E-16;;
8013;0;3282535;4;120074;0;3;159384;0;;
8015;0;3248698;4;131355;0;3;14626;0;;
8017;0;3301421;3;975415;0;3;7885;0;;
8019;0;3343452;3;975172;0;3;1898;0;;
8021;0;3397211;3;801283;0;2;972646;0;;
8023;0;3468306;3;6963;0;2;973179;0;;
8025;0;3535312;3;628174;0;2;924028;0;;
8027;0;3590452;3;628109;0;2;892098;0;;
8029;0;3653433;3;580826;0;2;761124;0;;
8031;0;3731847;3;580358;0;2;760175;0;;
8033;0;3810261;3;57989;0;2;759226;0;;
8035;0;3888674;3;579423;0;2;758277;0;;
8037;0;3967088;3;578955;0;2;757328;0;;
8039;0;4045502;3;578487;0;2;756379;0;;
8041;0;4123915;3;578019;0;2;754663;0;;
8043;0;4197621;3;577552;0;2;74752;0;;
8045;0;4266903;3;57701;0;2;753531;0;;
8047;0;4325259;3;379111;0;2;660928;0;;
8049;0;4394278;3;283855;0;2;593604;0;;
8051;0;4457885;3;182585;0;2;524067;0;;
8053;0;451965;3;122915;0;2;33202;0;;
8055;0;459443;3;92662;0;2;324486;0;;
8057;0;4671611;3;78746;0;2;280818;0;;
8059;0;5549394;3;242037;0;2;386395;0;;
8061;0;6148371;3;234548;0;2;52685;0;;
8063;0;6378838;3;472141;0;2;657895;0;;
8065;0;6608902;3;485409;0;2;64905;0;;
8067;0;6838964;3;459872;0;2;604475;0;;
8069;0;7055466;3;4598;0;2;489618;0;;
8071;0;7268805;3;145395;0;2;256449;0;;
8073;0;7494719;3;142427;0;2;261389;0;;
8075;0;7720634;3;139461;0;2;262778;0;;
8077;0;7946548;3;136493;0;2;260102;0;;
8079;0;8172462;3;133526;0;2;261111;0;;
8081;0;8398377;3;105546;0;2;260278;0;;
8083;0;8530985;2;969035;0;2;255214;0;;
8085;0;8526902;2;968989;0;2;193794;0;;
8087;0;8144767;2;969412;0;2;194658;0;;
8089;0;8348559;2;970303;0;2;195739;0;;
8091;0;855235;2;971194;0;2;202541;0;;
8093;0;8756142;2;972085;0;2;209344;0;;
8095;0;8959934;2;972975;0;2;216146;0;;
8097;0;9163726;2;973866;0;2;222949;0;;
8099;0;9367518;2;974757;0;2;229751;0;;
8101;0;957131;2;975648;0;2;233552;0;;
8103;0;9775102;2;976539;0;2;235023;0;;
8105;0;9978894;2;97743;0;2;236493;0;;
8107;1;18269;2;97832;0;2;237963;0;;
8109;1;38648;2;979211;0;2;239434;0;;
8111;1;59027;2;988071;0;2;240904;0;;
8113;1;79406;2;998068;0;2;242374;0;;
8115;1;99785;3;8065;0;2;240959;0;;
8117;1;120165;3;18062;0;2;236792;0;;
8119;1;140544;3;45408;0;2;232625;0;;
8121;1;160982;3;130245;0;2;277508;0;;
8123;1;181358;3;176495;0;2;31527;0;;
8125;1;235729;3;212545;0;2;405077;0;;
8127;1;29223;3;249188;0;2;446147;0;;
8129;1;350855;3;484814;0;2;612686;0;;
8131;1;409478;3;493147;0;2;675317;0;;
8133;1;464887;3;497394;0;2;757882;0;;
8135;1;517083;3;551891;0;2;772959;0;;
8137;1;535984;3;672367;0;2;87962;0;;
8139;1;546987;3;77643;0;2;952945;0;;
8141;1;550092;3;816545;0;2;960664;0;;
8143;1;551874;3;890229;0;2;996606;0;;
8145;1;552321;3;970095;0;3;24833;0;;
8147;1;552767;3;988031;0;3;41869;0;;
8149;1;552621;4;73195;0;3;59246;0;;
8151;1;552464;4;72448;0;3;8055;0;;
8153;1;552304;4;69984;0;3;8714;0;;
8155;1;552143;4;6752;0;3;93729;0;;
8157;1;551983;4;82761;0;3;89212;0;;
8159;1;551822;4;87914;0;3;99685;0;;
8161;1;550192;4;80628;0;3;103518;0;;
8163;1;548562;4;121255;0;3;209392;0;;
8165;1;546933;4;86757;0;3;236351;0;;
8167;1;545301;4;10247;0;3;241821;0;;
8169;1;54367;4;20534;0;3;268093;0;;
8171;1;542038;4;57757;0;3;272442;0;;
8173;1;540407;4;50103;0;3;27679;0;;
8175;1;538776;4;71124;0;3;30842;0;;
8177;1;537145;4;120875;0;3;415529;0;;
8179;1;535513;4;168647;0;3;427946;0;;
8181;1;53593;4;28325;0;3;466417;0;;
8183;1;538396;4;45457;0;3;655257;0;;
8185;1;539201;4;523774;0;3;581359;0;;
8187;1;538381;4;47724;0;3;689594;0;;
8189;1;535935;4;416018;0;3;685853;0;;
8191;1;533491;4;213906;0;3;60101;2.220446E-15;;
8193;1;531047;4;481818;0;3;727204;2.220446E-15;;
8195;1;528602;4;848451;0;3;743822;2.220446E-15;;
8197;1;526156;4;860512;0;3;748736;2.220446E-15;;
8199;1;52371;4;872574;0;3;755624;2.220446E-15;;
8201;1;521265;4;907179;0;3;771892;2.220446E-15;;
8203;1;518819;4;9381;0;3;788406;6.216891E-08;;
8205;1;516374;4;952956;0;3;809838;2.017028E-06;;
8207;1;513928;4;951748;0;3;841505;2.046721E-06;;
8209;1;511482;4;950874;0;3;862535;3.188278E-06;;
8211;1;5069;4;941963;0;3;880563;3.543631E-06;;
8213;1;50017;4;96195;0;3;843867;2.211566E-06;;
8215;1;493555;4;982545;0;3;86618;9.47165E-06;;
8217;1;486303;4;983414;0;3;889403;1.89433E-05;;
8219;1;478413;4;983214;0;3;935364;2.841495E-05;;
8221;1;470523;4;983015;0;3;962245;5.170512E-05;;
8223;1;462634;5;65496;0;3;980416;8.60767E-05;;
8225;1;454744;5;87279;0;4;12305;0;109605;
8227;1;446854;5;238417;0;4;8675;0;1440657;
8229;1;438964;5;247132;0;4;13638;0;1744241;
8231;1;431073;5;243062;0;4;186884;0;1746339;
8233;1;423183;5;24477;0;4;191199;0;1748436;
8235;1;415292;5;246479;0;4;195513;0;202099;
8237;1;407402;5;248187;0;4;199828;0;2087356;
8239;1;399511;5;249896;0;4;210334;0;2093333;
8241;1;391621;5;251605;0;4;22141;0;2099311;
8243;1;38373;5;253313;0;4;221525;0;2105289;
8245;1;37584;5;255022;0;4;217085;0;2111267;
8247;1;367949;5;25673;0;4;221399;0;2117245;
8249;1;360059;5;258439;0;4;225714;0;2123223;
8251;1;352168;5;298114;0;4;234068;0;2122346;
8253;1;344211;5;358246;0;4;260449;0;2341534;
8255;1;336215;5;587814;0;4;325844;0;659677;
8257;1;329607;5;648215;0;4;268701;0;2480183;
8259;1;243018;5;66587;0;4;166082;0;1681052;
8261;1;184564;5;701542;0;4;164655;0;2774555;
8263;1;162107;5;711567;0;4;183596;0;1860387;
8265;1;139844;5;721351;0;4;222664;0;2243874;
8267;1;117734;5;729992;0;4;26836;0;3028259;
8269;1;9566;5;763237;0;4;302247;0;3813786;
8271;1;7357;5;852916;0;4;458816;0;5904312;
8273;1;5143;6;11068;0;4;569208;0;1310829;
8275;1;29372;6;2059;0;4;642282;0;136297;
8277;1;7837;6;27288;0;4;659162;0;1350772;
8279;0;9867464;6;31669;0;4;745442;0;1822948;
8281;0;9775643;6;256362;0;4;767882;0;3091351;
8283;0;9909566;6;340744;0;4;857206;0;5209415;
8285;0;9935949;6;350295;0;4;876092;0;7016865;
8287;1;8818;6;403604;0;5;6421;0;8093012;
8289;1;639;6;526392;0;5;101007;0;7981573;
8291;1;105092;6;547253;0;5;184324;0;973525;
8293;1;278548;6;770567;0;5;261389;0;120567;
8295;1;433056;6;789588;0;5;28662;0;1423437;
8297;1;591536;6;789651;0;5;307093;0;1418157;
8299;1;61101;6;789695;0;5;42037;0;1673326;
8301;1;635535;6;793507;0;5;543138;0;1861834;
8303;1;648805;6;812901;0;5;5708;0;1849588;
8305;1;633855;6;821071;0;5;619536;0;2025005;
8307;1;618906;6;87139;0;5;793703;0;2302907;
8309;1;610251;7;7298;0;5;866862;0;2302681;
8311;1;59007;7;89537;0;5;907628;0;268372;
8313;1;569888;7;94882;0;5;946083;0;2799999;
8315;1;549706;7;108372;0;5;963437;0;2848141;
8317;1;529524;7;121869;0;5;986196;0;3124394;
8319;1;509412;7;136515;0;6;978;0;3459752;
8321;1;489313;7;140547;0;6;29451;0;3985614;
8323;1;469277;7;143333;0;6;35505;0;3835596;
8325;1;415244;7;145132;0;6;25228;0;3685578;
8327;1;359084;7;147448;0;5;985798;0;3163721;
8329;1;302395;7;168482;0;5;997483;0;3217662;
8331;1;243123;7;258002;0;6;5044;0;3202353;
8333;1;186374;7;254274;0;6;4035;0;2979663;
8335;1;132009;7;201404;0;6;34022;0;2616755;
8337;1;110868;7;173767;0;5;985844;0;2767683;
8339;1;97552;7;200768;0;5;981646;0;3493624;
8341;1;92134;7;27959;0;5;952455;0;3755436;
8343;1;8804;7;5355;0;5;927377;0;4017248;
8345;1;8528;6;994271;0;5;931341;0;3294927;
8347;1;83472;6;976514;0;5;828038;0;2881776;
8349;1;82244;6;901717;0;5;754468;0;3224605;
8351;1;81016;6;958657;0;5;81777;0;3051273;
8353;1;79715;6;971592;0;5;839589;0;4495389;
8355;1;78497;7;175637;0;5;853571;0;5226975;
8357;1;77288;7;18545;0;6;1414;0;8443075;
8359;1;7526;7;177658;0;5;907917;0;8403515;
8361;1;74701;7;188171;0;5;931625;0;8785019;
8363;1;74141;7;19495;0;5;968505;0;8703494;
8365;1;73581;7;178528;0;5;989937;0;8379649;
8367;1;73023;7;171671;0;6;3794;0;7988726;
8369;1;72464;7;262296;3.047862E-06;6;14074;0;8283648;
8371;1;71906;7;296716;0;190261;5;998541;0;8609807
8373;1;72051;7;319631;0;1830828;5;979327;0;8935966
8375;1;72901;7;372189;8.664546E-05;5;918587;0;9049997;
8377;1;73751;7;420114;4.49678E-05;5;946516;0;9114304;
8379;1;74608;7;485387;4.64661E-05;5;94535;0;9148549;
8381;1;73406;7;753733;4.740358E-05;5;979748;0;1055281;
8383;1;70149;7;311675;4.834106E-05;6;21463;0;1366572;
8385;1;68551;7;337905;4.927854E-05;6;11384;0;1154089;
8387;1;68579;7;561612;0;2848626;6;14349;0;1359551
8389;1;73885;7;907985;0;2926917;5;974203;0;1324409
8391;1;77906;7;983249;0;7834929;5;966118;0;9539321
8393;1;80642;7;692616;0;7852888;5;92415;0;9312019
8395;1;83384;7;642033;0;7567764;5;921939;0;9343041
8397;1;86179;7;762757;0;7159404;5;974295;0;9410203
8399;1;89017;7;880943;0;6751045;6;265922;0;9911817
8401;1;91854;7;820611;0;2927884;6;91909;0;9227071
8403;1;96284;7;760523;0;2934641;6;81555;0;8007345
8405;1;102307;7;741286;0;2937609;6;9339;0;9293317
8407;1;105192;7;677751;0;2936929;6;106061;0;9945931
8409;1;108077;7;635555;0;2997506;6;62637;0;1009815
8411;1;11042;7;553607;0;2318202;6;5468;0;1030862
8413;1;115412;7;616348;0;179634;6;31426;0;1062256
8415;1;118812;7;68;7.132637E-05;5;959041;0;109365;
8417;1;121251;7;712867;5.533248E-06;5;967091;0;1125044;
8419;1;12433;7;837694;4.01084E-05;6;684;0;1205393;
8421;1;127487;7;788146;5.516976E-06;6;20554;0;1268689;
8423;1;130718;7;750956;5.375474E-06;6;205575;0;1343212;
8425;1;133947;7;725662;5.375474E-06;6;192621;0;1374983;
8427;1;138905;7;590646;0;6;119503;0;1311042;
8429;1;145564;7;619053;0;6;4132;0;1389463;
8431;1;15243;7;661528;0;6;58817;0;1554901;
8433;1;159278;7;697339;5.2451E-06;6;96902;0;1632419;
8435;1;166107;7;711865;5.2451E-06;6;212875;0;1820719;
8437;1;172641;7;711489;5.2451E-06;6;27319;0;1954354;
8439;1;178789;7;715815;1.058637E-05;6;280141;0;2070769;
8441;1;18455;7;724844;3.175911E-05;6;313189;0;2257075;
8443;1;187148;7;724092;7.720782E-05;6;327676;0;2389989;
8445;1;189746;7;724978;0;1226565;6;374883;0;2405763
8447;1;192344;7;727503;0;1681053;6;404783;0;2565813
8449;1;193706;7;729756;0;1681053;6;456312;0;2717601
8451;1;195067;7;723887;0;2085968;6;408692;0;2680781
8453;1;196428;7;717064;0;2598426;6;417674;0;2643962
